No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
1,20,0,0,1,0,0,0,0,1,1,0,0,1,730,1,2,0,617.6,0.211179825,40394,0,1,2287.6,1,,,0.015289399,1,,,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),501-1000,1
1,20,0,0,0,0,0,1,1,0,0,0,0,0,2014,0,2,0,196.8,0.046189104,25754,1,1,4229.4,0,,,0.007641531,1,,,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),2001-2500,0
1,18,0,0,0,0,0,1,0,0,1,0,0,0,2285,2,0,0,162.4,0,31990,1,0,0,0,,,0.005076586,1,,,Very Low (<10%),Target (<36%),<1%,No debt,2001-2500,0
0,25,0,0,1,0,0,0,0,1,0,0,1,0,1099,2,2,0,136,0.385303663,30254,0,0,0,0,,531,0.004495273,1,Poor,531-540,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
0,20,0,0,0,0,0,1,0,0,1,0,0,1,312,2,2,0,736,0.43192639,49371,0,1,15593.2,0,,634,0.014907537,1,Fair,631-640,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),<500,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,796,2,0,0,42.4,0.10488073,45405,0,1,1590.4,0,,,0.000933818,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),501-1000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1922,1,0,0,519.2,0.282717643,29569,0,0,0,0,,673,0.01755893,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,20,0,0,0,0,0,1,0,0,1,0,0,1,2019,3,2,0,434.4,0.21322684,18507,1,1,12685.4,0,,678,0.0234722,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,22,0,0,1,0,0,0,1,0,0,0,1,0,742,2,2,0,382,0.350723871,27927,1,0,0,1,50,549,0.013678519,1,Poor,541-550,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,1
1,19,0,0,0,0,0,0,0,0,1,0,0,0,320,1,2,0,759.2,0.210312492,44347,1,1,12576.2,0,,,0.017119535,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),<500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,1,1752,3,2,0,264,0.339836163,53892,0,0,0,0,,557,0.004898686,1,Poor,551-560,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2219,3,2,0,476.8,0.25869045,29279,0,1,15598.1,0,,643,0.016284709,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
1,18,0,0,0,0,0,0,0,0,1,0,0,0,2109,0,0,1,1253.6,0,20936,0,1,12110,0,,,0.059877723,1,,,Very Low (<10%),Target (<36%),5–7%,High (10K–15K),2001-2500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2578,3,1,1,1664.8,0.269870135,32287,1,0,0,0,,633,0.051562548,1,Fair,631-640,Low (10-30%),Target (<36%),5–7%,No debt,>2500,0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,1220,2,2,0,749,0.665263765,24869,0,0,0,0,,634,0.030117817,1,Fair,631-640,High (60-100%),Target (<36%),3–5%,No debt,1001-1500,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,1416,3,1,0,431.2,0.076180335,20887,0,1,4326,0,,,0.02064442,1,,,Very Low (<10%),Target (<36%),1–3%,Low (1K–5K),1001-1500,0
1,25,0,0,0,0,0,1,1,0,1,0,0,0,2712,2,2,0,465,0.216972296,36771,0,0,0,0,,,0.012645835,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,21,0,0,1,0,0,0,0,1,0,0,0,0,346,1,2,0,439.2,0.201183065,20881,1,0,0,1,,507,0.021033475,1,Poor,501-510,Low (10-30%),Target (<36%),1–3%,No debt,<500,1
0,19,0,0,1,0,0,0,1,1,0,1,0,1,1811,0,2,1,461.6,0.064475908,36255,0,0,0,1,,581,0.012732037,1,Fair,581-590,Very Low (<10%),Target (<36%),1–3%,No debt,1501-2000,1
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1402,2,2,0,133.6,0.44230828,45856,0,0,0,0,,,0.002913468,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1039,0,2,0,508,0.1,42648,0,0,0,0,,643,0.011911461,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,24,0,0,1,0,0,1,1,1,1,0,1,0,2564,0,0,1,1063,0.197438462,27947,0,0,0,0,,553,0.038036283,1,Poor,551-560,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
1,23,0,0,0,0,0,0,1,0,0,0,0,0,2991,1,2,0,188,0.56469233,22922,0,1,22181,0,,,0.008201728,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),>2500,0
1,25,0,0,0,0,0,1,0,0,1,1,0,0,1196,2,1,0,689,0.51303117,34766,0,0,0,1,,,0.019818213,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,1
1,22,0,0,0,0,0,0,0,0,0,0,0,1,1408,2,1,0,561,0.000622912,39181,1,0,0,0,,,0.014318164,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,20,0,0,0,0,0,1,0,0,0,0,0,1,2862,0,1,0,276.8,0.217339168,33960,0,0,0,0,,652,0.008150766,1,Fair,651-660,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,357.6,0.16758729,31799,0,1,17035.9,0,,649,0.011245637,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,Very High (>15K),1001-1500,0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1756,2,0,1,1178,0.400948068,23583,0,0,0,0,,584,0.049951236,1,Fair,581-590,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
1,23,0,0,1,0,0,1,1,1,1,0,0,0,1908,2,1,1,1369,0.413737277,46464,1,0,0,0,,,0.029463671,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,132,1,2,0,661.6,0,37989,1,1,5997.6,0,,,0.017415568,1,,,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
1,18,0,0,0,0,0,1,0,0,0,0,0,0,376,3,3,0,346.4,0.256248475,52629,0,0,0,0,,,0.006581923,1,,,Low (10-30%),Target (<36%),<1%,No debt,<500,0
1,20,0,0,1,0,0,0,1,1,0,1,0,0,616,3,3,1,1312,0.255753981,26997,0,1,3657.5,0,,,0.048597992,1,,,Low (10-30%),Target (<36%),3–5%,Low (1K–5K),501-1000,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2680,1,1,0,916,0.075751763,28313,1,1,16130,0,,593,0.03235263,1,Fair,591-600,Very Low (<10%),Target (<36%),3–5%,Very High (>15K),>2500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2541,1,2,0,714,0.275705691,38906,0,0,0,0,,674,0.018351925,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,23,0,0,0,0,0,1,0,0,1,0,1,0,1788,0,0,0,924,0.628146291,53089,0,0,0,0,,583,0.017404735,1,Fair,581-590,High (60-100%),Target (<36%),1–3%,No debt,1501-2000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,580,1,1,0,122.4,0.381176671,36100,0,1,1950.2,0,,,0.003390582,1,,,Moderate (30-60%),Target (<36%),<1%,Low (1K–5K),501-1000,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,2919,1,0,0,212,0.221426489,25367,1,0,0,0,,,0.008357315,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,669,1,0,1,605,0.657566463,53709,0,0,0,0,,542,0.011264406,1,Poor,541-550,High (60-100%),Target (<36%),1–3%,No debt,501-1000,0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1585,3,2,0,538.4,0.25473901,19996,1,0,0,0,,,0.026925385,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,24,0,0,1,0,0,0,0,1,0,0,1,0,1460,1,0,1,1082,0.139843841,19172,0,0,0,1,,,0.05643647,1,,,Low (10-30%),Target (<36%),5–7%,No debt,1001-1500,1
1,24,0,0,0,0,0,0,0,0,1,0,1,1,2877,2,1,0,105,0.351920818,20244,0,0,0,0,,,0.005186722,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2901,0,1,0,525,0.327205672,27045,0,0,0,0,,,0.019412091,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
1,24,0,0,0,0,0,1,0,1,0,0,0,0,1636,1,0,0,852,0.188336127,42503,0,0,0,0,,,0.020045644,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,20,0,0,0,0,0,1,0,0,0,0,0,0,504,3,0,1,463.2,0.209481964,38914,0,1,6953.1,0,,671,0.011903171,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
0,18,0,0,0,0,0,1,1,0,0,0,0,0,790,1,2,0,200,0.07655498,39271,0,0,0,0,,570,0.005092817,1,Poor,561-570,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
1,24,0,0,1,0,0,0,0,0,1,1,1,0,2582,1,1,0,902,0.272348186,24159,0,0,0,0,,,0.037335982,1,,,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
1,24,0,0,0,0,0,0,0,0,1,0,1,0,1926,1,0,0,619,0.169730132,40356,0,0,0,0,,,0.015338487,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,19,0,0,0,0,0,0,0,0,0,0,1,1,1805,0,0,1,266.4,0.217633006,18877,0,0,0,0,,616,0.014112412,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,19,0,0,1,0,0,1,0,1,1,0,0,0,270,2,1,0,316,0.226138178,37403,0,1,13269.2,1,,,0.00844852,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),<500,1
1,21,0,0,0,0,0,0,0,0,0,0,1,0,915,1,0,0,583.2,0.290155761,23565,0,0,0,0,,,0.024748568,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,2571,3,1,1,1009,0.209780276,18706,0,0,0,0,,,0.053939912,1,,,Low (10-30%),Target (<36%),5–7%,No debt,>2500,0
0,20,0,0,0,0,0,1,0,0,0,0,1,0,2048,0,1,1,361.6,0.078771509,45043,0,1,1654.8,0,,640,0.008027884,1,Fair,631-640,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),2001-2500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1201,2,0,0,603,0.270012966,38528,0,0,0,0,,654,0.015650955,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,24,0,0,0,0,0,1,1,0,0,0,0,0,1226,2,0,0,54,0.235248679,48063,1,0,0,0,,556,0.001123525,1,Poor,551-560,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
1,18,0,0,0,0,0,0,0,1,0,0,0,0,2709,2,0,0,372,0.308402549,23670,0,0,0,0,,,0.015716096,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,21,0,0,0,0,0,0,0,0,1,0,0,0,1352,0,0,0,200.8,0.281928251,54160,0,1,13950.3,0,,558,0.003707533,1,Poor,551-560,Low (10-30%),Target (<36%),<1%,High (10K–15K),1001-1500,0
1,25,0,0,0,0,0,0,0,0,0,0,0,1,2314,0,2,0,139,0.264182743,45433,0,1,16993,0,,,0.00305945,1,,,Low (10-30%),Target (<36%),<1%,Very High (>15K),2001-2500,0
0,21,0,0,0,0,0,0,1,0,0,0,0,1,467,3,2,0,551.2,0,41042,0,1,11123,0,,558,0.013430145,1,Poor,551-560,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),<500,0
0,23,0,0,0,0,0,1,0,0,1,0,0,0,326,3,2,1,1004,0,51455,0,0,0,0,,604,0.019512195,1,Fair,601-610,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
0,22,0,0,0,0,0,0,0,0,1,0,0,0,2571,1,2,0,834,0.166174857,32419,1,0,0,0,,609,0.025725655,1,Fair,601-610,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1189,1,2,0,586,0,51861,0,0,0,0,,531,0.011299435,1,Poor,531-540,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,24,0,0,0,0,0,1,1,0,1,0,1,0,1837,0,0,0,48,0.142606769,41790,0,1,11589,0,,677,0.0011486,1,Good,671-680,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2778,3,2,1,1165,0.278283025,25959,0,0,0,0,,670,0.044878462,1,Good,661-670,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
0,24,0,0,0,0,0,0,1,1,0,0,0,1,231,0,1,0,771,0.512555101,30316,1,0,0,1,,677,0.025432115,1,Good,671-680,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,1
0,20,0,0,0,0,0,0,0,0,0,0,1,1,645,2,2,0,167.2,0.275443635,51737,0,0,0,0,,623,0.00323173,1,Fair,621-630,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
1,22,0,0,1,0,0,0,1,1,0,0,1,0,2352,3,1,0,765,0.12219854,21727,0,1,6958,0,,,0.035209647,1,,,Low (10-30%),Target (<36%),3–5%,Moderate (5K–10K),2001-2500,0
1,21,0,0,0,0,0,0,0,0,1,0,0,0,535,0,2,0,681.6,0.211749754,31560,0,1,12575.5,0,,,0.021596958,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,22,0,0,0,0,0,0,0,0,0,0,0,1,2322,0,0,0,602,0.384473112,45867,1,1,8697,0,,555,0.013124905,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
0,25,0,0,0,0,0,1,1,0,0,0,1,0,614,1,1,1,1075,0.166989448,41104,0,0,0,0,,520,0.026153172,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,24,0,0,0,0,0,0,0,0,0,0,1,1,1557,3,2,0,949,0.28093927,54833,0,0,0,0,,537,0.017307096,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,20,0,0,1,0,0,0,0,0,0,1,0,1,1942,3,2,0,715.2,0.368397372,23147,0,0,0,0,,677,0.030898173,1,Good,671-680,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,2165,3,0,0,370.4,0.339352021,19044,0,0,0,0,,610,0.019449695,1,Fair,601-610,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2968,1,2,1,1587,0.389002961,42207,0,0,0,0,,534,0.037600398,1,Poor,531-540,Moderate (30-60%),Target (<36%),3–5%,No debt,>2500,0
0,21,0,0,0,0,0,1,1,0,0,0,1,0,1102,0,1,0,113.6,0.435518403,32670,0,1,5292,0,,627,0.003477196,1,Fair,621-630,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),1001-1500,0
1,19,0,0,0,0,0,0,0,1,0,0,1,0,2805,2,1,0,40.8,0.25106887,40763,0,1,4656.4,0,,,0.001000908,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),>2500,0
1,19,0,0,0,0,0,0,0,0,0,1,0,0,1214,2,2,1,1172.8,0.477293647,46718,1,0,0,1,,,0.025103814,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,1
0,22,0,0,1,0,0,0,0,1,0,1,0,1,1638,1,2,0,816,0.211127106,28762,0,0,0,1,,516,0.028370767,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,1
0,23,0,0,0,0,0,0,0,0,0,0,1,1,330,2,0,0,895,0.260055509,49826,0,0,0,0,,621,0.01796251,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2631,2,0,0,494.4,0.127738482,27969,0,1,9786,0,,,0.017676714,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1998,1,1,1,823,0.384180107,21981,0,0,0,0,,631,0.037441427,1,Fair,631-640,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
0,23,0,0,0,0,0,1,0,1,1,0,0,0,2729,2,1,0,703,0.183750747,22710,0,1,15122,0,,670,0.030955526,1,Good,661-670,Low (10-30%),Target (<36%),3–5%,Very High (>15K),>2500,0
0,21,0,0,1,0,0,0,0,0,0,0,0,1,1247,0,2,0,523.2,0,31503,1,0,0,1,50,671,0.016607942,1,Good,671-680,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,1
1,21,0,0,0,0,0,0,0,1,0,1,0,0,882,0,2,1,197.6,0.150737684,19040,1,0,0,0,,,0.010378151,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1750,2,2,0,300.8,0.256772738,20786,0,1,3317.3,0,,550,0.014471279,1,Poor,541-550,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),1501-2000,0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,970,0,2,0,484,0.2848035,22792,1,1,14876.4,0,,,0.021235521,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,21,0,0,1,0,0,0,0,1,1,1,0,0,777,3,2,0,799.2,0.153743799,32842,1,1,12016.2,1,,645,0.024334693,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,1
0,23,0,0,0,0,0,0,0,0,0,0,1,0,482,0,0,0,278,0.366205788,22700,0,1,9526,0,,560,0.012246696,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
0,23,0,0,0,0,0,1,1,1,1,1,0,0,970,3,1,0,852,0.289536129,43020,0,0,0,1,,654,0.019804742,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,1
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1139,0,0,0,206.4,0,42118,0,0,0,0,,,0.004900518,1,,,Very Low (<10%),Target (<36%),<1%,No debt,1001-1500,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,545,3,1,0,858,0.372438782,45684,0,0,0,0,,,0.018781193,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,19,0,0,0,0,0,0,1,0,0,0,0,0,464,2,0,0,432,0.104852153,53969,0,1,12007.1,0,,634,0.008004595,1,Fair,631-640,Low (10-30%),Target (<36%),<1%,High (10K–15K),<500,0
0,24,0,0,0,0,0,1,1,0,0,0,0,1,1776,3,2,0,77,0.613664716,50536,0,0,0,0,,675,0.001523666,1,Good,671-680,High (60-100%),Target (<36%),<1%,No debt,1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,1024,2,1,0,256,0.271788451,24854,0,1,6745.9,0,,,0.010300153,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,1,335,3,2,0,281,0.31857151,20983,0,0,0,0,,554,0.013391793,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,1,0,0,1,1844,0,0,0,344.8,0.320050566,41290,0,1,3705.1,0,,,0.00835069,1,,,Moderate (30-60%),Target (<36%),<1%,Low (1K–5K),1501-2000,0
1,18,0,0,0,0,0,1,0,0,1,0,1,0,2354,2,0,0,639.2,0.214774264,50312,0,0,0,0,,,0.012704723,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,610,1,1,0,336,0,46511,0,1,3662.4,0,,,0.007224098,1,,,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),501-1000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,874,2,1,0,774.4,0.229335595,53851,1,0,0,0,,,0.01438042,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,23,0,0,0,0,0,0,0,0,1,0,0,0,1943,2,2,0,79,0.206774995,33799,0,1,15306,0,,624,0.002337347,1,Fair,621-630,Low (10-30%),Target (<36%),<1%,Very High (>15K),1501-2000,0
1,18,0,0,0,0,0,0,1,1,0,0,1,1,2227,0,2,0,226.4,0.343818624,35127,0,1,10815.7,0,,,0.006445185,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),2001-2500,0
0,21,0,0,0,0,0,0,0,1,0,0,0,0,1444,2,2,0,336.8,0.295993196,21190,0,0,0,1,,621,0.01589429,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,1
0,22,0,0,1,0,0,0,0,1,0,0,1,0,2625,0,2,0,903,0.273303148,22712,1,0,0,0,,671,0.039758718,1,Good,671-680,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
0,18,0,0,1,0,0,0,0,1,0,1,0,0,231,0,1,0,524,0.110965302,40942,1,1,7724.5,0,,572,0.012798593,1,Poor,571-580,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
1,20,0,0,0,0,0,1,0,0,0,0,0,0,211,2,1,0,638.4,0.387401492,28481,1,0,0,0,,,0.022414943,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
1,24,0,0,1,0,0,0,0,1,0,1,0,1,2142,3,3,0,314,0.201749034,35221,1,0,0,0,,,0.008915136,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,993,2,2,0,880,0.1,35261,0,0,0,0,,517,0.024956751,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,25,0,0,0,0,0,1,0,1,1,0,1,0,2538,0,2,0,228,0.420674141,47823,0,0,0,1,,531,0.00476758,1,Poor,531-540,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,1
1,20,0,0,0,0,0,0,0,1,0,0,0,1,2812,3,1,0,465.6,0.119755614,54545,0,0,0,0,,,0.008536071,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1125,2,1,0,638.4,0.159357469,34988,0,1,1817.9,0,,,0.018246256,1,,,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),1001-1500,0
1,23,0,0,0,0,0,0,0,0,0,0,0,1,198,1,1,1,1413,0.470021362,49106,1,1,3102,0,,,0.028774488,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),<500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1044,3,3,0,155,0.304485639,37239,0,1,3875,0,,635,0.004162303,1,Fair,631-640,Moderate (30-60%),Target (<36%),<1%,Low (1K–5K),1001-1500,0
0,18,0,0,0,0,0,1,0,0,0,0,0,0,483,1,0,0,99.2,0.008157133,50471,0,0,0,0,,676,0.001965485,1,Good,671-680,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2703,1,0,0,231.2,0.454043192,49891,1,0,0,0,,661,0.004634102,1,Fair,661-670,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
0,21,0,0,0,0,0,0,1,0,1,0,0,0,2535,1,1,0,599.2,0.313317905,43762,0,1,12639.9,0,,500,0.013692244,1,Poor,491-500,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),>2500,0
0,25,0,0,0,0,0,0,1,0,0,0,1,0,2731,1,1,0,375,0.126351445,29656,0,1,7684,0,,621,0.012644996,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,833,0,2,0,210,0.501945305,26572,1,1,8843,0,,501,0.007903056,1,Poor,501-510,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
1,20,0,0,0,0,0,1,0,0,1,0,0,0,2072,0,1,1,516.8,0.534351954,23956,0,1,6087.2,0,,,0.021572884,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
0,25,0,0,1,0,0,0,0,1,1,1,1,1,2451,2,0,0,851,0.1,51307,1,0,0,0,,562,0.016586431,1,Poor,561-570,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,25,0,0,0,0,0,0,0,0,1,0,0,0,2806,1,1,0,970,0.329931658,45940,0,0,0,0,,,0.021114497,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,1,2606,2,0,0,380.8,0,52502,0,1,10372.6,0,,,0.007253057,1,,,Very Low (<10%),Target (<36%),<1%,High (10K–15K),>2500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,876,0,1,0,759.2,0.112446378,44728,0,0,0,0,,672,0.016973708,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,1899,3,2,1,1026.4,0,26210,1,1,1401.4,0,,585,0.039160626,1,Fair,581-590,Very Low (<10%),Target (<36%),3–5%,Low (1K–5K),1501-2000,0
0,23,0,0,1,0,0,0,0,1,0,0,0,0,2745,3,2,0,869,0.372469073,27967,0,1,8651,0,,580,0.031072335,1,Fair,571-580,Moderate (30-60%),Target (<36%),3–5%,Moderate (5K–10K),>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1515,3,0,0,304.8,0.422302085,35276,0,0,0,0,,,0.008640435,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1866,1,0,1,964.8,0.060780395,51039,0,1,9506,0,,617,0.018903192,1,Fair,611-620,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
0,21,0,0,0,0,0,0,1,0,0,0,0,1,2180,0,0,0,88,0.129735533,22136,0,0,0,0,,513,0.003975425,1,Poor,511-520,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,24,0,0,0,0,0,0,0,0,1,0,1,0,1330,0,0,0,836,0.388738385,25446,0,0,0,0,,,0.032853887,1,,,Moderate (30-60%),Target (<36%),3–5%,No debt,1001-1500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1356,1,2,0,261.6,0.605632456,18372,0,0,0,0,,,0.014239059,1,,,High (60-100%),Target (<36%),1–3%,No debt,1001-1500,0
